baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Compound
410457.143975116	0.609245245889473	0.201656832824297	3.02119812830893	0.00251776553225501	0.0130512743916893	2-Methylpropanal
407999.875859535	0.605931949024587	0.18302050713065	3.31073254316819	0.000930521003422594	0.00513809423628997	2-Butanone 
46625.0190509808	1.35562713505257	0.358782780149409	3.77840635073968	0.000157835185494011	0.00106397212682678	25
3190.11863855631	16.0817093984336	3.30410340911468	4.86719312539394	1.13194402576392e-06	9.9142683635874e-06	2,3-Pentanedione
5779.59552689533	1.51965365333763	0.585161500181923	2.59698160741126	0.00940469598357622	0.0419086452601466	Pentanal
4196120.74857023	0.3368461866679	0.132707515716854	2.53826005896001	0.0111405166054989	0.0479608680982493	Dimethyl disulfide
494292.971936852	0.600654428928478	0.168488078813144	3.56496692917137	0.000363902070023845	0.00220074109014421	520
12041.1673802643	29.7643727746125	2.510712215748	11.8549519884918	2.02840456076964e-32	5.15214758435489e-31	2,3-Butanediol 
5688.73926193395	0.612521490263943	0.107242423161124	5.71155958816478	1.11945485693874e-08	1.05311679134237e-07	2,4-Dimethyl-1-heptene
14715.5350622119	2.81536186154094	0.794952650798386	3.54154660496247	0.000397788579321908	0.00229632498063101	2-Methyl-1H-Pyrrole
118871.239685626	15.4439994422516	1.07021269386248	14.4307757988863	3.31333140032649e-47	1.40264362613821e-45	2,4,5-Trimethyloxazole 
1010.80807576504	23.8391845795576	1.85230139616674	12.8700354212828	6.6371707751159e-38	2.1073017210993e-36	4-Methyloctane
14288.2009704874	2.97949315186063	1.08843978350485	2.7373982438114	0.00619272749937107	0.0296783544309482	2-Furanmethanol 
777.689049424564	-8.83854142086943	3.12986409065666	-2.82393777009501	0.00474375943198173	0.0231714403023723	1-Hexanol
2764.45798827948	-7.52064927732935	2.51115276828833	-2.99489914444976	0.00274535600656776	0.0139464085133642	310
9592.13898282407	1.72994748289505	0.554562055793959	3.11948404118329	0.00181168074509375	0.00958681060945441	Cyclohexanone
3330226.16848433	-0.963612378926477	0.160583881247243	-6.00067934242323	1.96493688225882e-09	2.16997377432061e-08	2,5-Dimethylpyrazine
2343.59608038243	-14.4829125652224	1.82393315723157	-7.94048428134564	2.01393375460376e-15	2.55769586834677e-14	323
10029.9592758591	0.286786366359605	0.10565950432124	2.71425053715641	0.00664259085478216	0.0306766923111758	Propylbenzene
386.078640421115	26.0665132473493	6.05968305695447	4.30162980511559	1.69546403959711e-05	0.000126661137075784	6-Methyl-Heptan-2-ol
25412.1823410571	-0.816718495636368	0.169028107796735	-4.83185019510786	1.35270025374285e-06	1.10834149822801e-05	5-Methyl-2-heptanone
2189.78268623913	-13.8568085992518	1.30179005893389	-10.6444264988473	1.85120693820947e-26	3.13471041536804e-25	5-Methylfurfural
606579.98369238	-1.65490133179068	0.26772853139827	-6.18126623691394	6.3589468951075e-10	7.34169323344229e-09	Dimethyl trisulfide
3948.40267217578	15.7691713613762	0.934646644788374	16.8718001068165	7.25513083858455e-64	1.84280323300048e-61	1-Octen-3-ol
4900.33190977631	30	6.18774137924087	4.84829571265638	1.24526678491101e-06	1.05432587789132e-05	Aniline
3751.39480746111	-0.567919679387068	0.151607789973923	-3.74597954026472	0.000179691236695368	0.00114103935301559	2,3-Octanedione
11838.9740839164	3.28602343584924	0.607781899806762	5.40658324457177	6.42383782304447e-08	5.82733859661892e-07	Phenol 
805.662586733016	-8.00778700529487	3.13290241649565	-2.55602822581755	0.0105874530344843	0.0463657425992934	Hexyl acetate
624.218967315337	-26.9132223241106	3.10044443697189	-8.68044013405896	3.94240196729811e-18	5.56316722052067e-17	Benzyl Alcohol
356.522005396028	24.8953496855842	4.17072272851953	5.96907330121683	2.38604904708945e-09	2.4316291591194e-08	Salicylaldehyde
11366.0001733953	14.4328624055853	0.953818017239524	15.1316730704626	1.00117327884579e-51	6.35745032067077e-50	553
4382.18063147275	15.6114286194455	1.06529157757086	14.6546062581698	1.2588425638283e-48	6.39492022424777e-47	p-Cresol
37451.9437459035	1.20053359561676	0.308240553572484	3.89479444447744	9.82820397186832e-05	0.000693434391348487	2-Ethyl-3,5-dimethylpyrazine
1298.71020431665	24.3449933969851	1.88375696938664	12.9236381298762	3.31107418927599e-38	1.20144692010872e-36	Levoglucosenone
11527090.5985226	-1.93448414301423	0.165871178857081	-11.6625694490364	1.9797633240956e-31	4.57145349382075e-30	Benzyl methyl ketone
35028.6121055183	1.12967807234606	0.253545386366343	4.45552604421604	8.3687734993174e-06	6.64271396508319e-05	2,4,6-Cycloheptatrien-1-one
83042.6351920309	1.58637310811094	0.420086912674739	3.77629738096417	0.000159176932359912	0.00106397212682678	2,3,5-Trimethyl-6-ethylpyrazine 
7281.35562655548	-15.1529895029499	0.942565171607681	-16.0763308038471	3.73877275779564e-58	4.74824140240046e-56	550
15839.5939883794	-1.3199409532326	0.363011008882681	-3.63609069955006	0.000276806903233654	0.00171485252247191	1-Phenyl-1,2-propanedione
800.953571179086	-12.427515972966	1.51322458005021	-8.21260514586248	2.1644038195386e-16	2.89346615875161e-15	70
770.166993239268	-27.937268809811	2.41560120462367	-11.5653481031292	6.17403980018925e-31	1.30683842437339e-29	3Z-Hexenyl butanoate
3314.79171313281	-28.8633660852987	2.71991962357191	-10.6118452307036	2.62512763705986e-26	4.16739012383253e-25	Methyl salicylate
41863.5894629325	-0.813151999783057	0.121375083688221	-6.69949692369992	2.09138270763396e-11	2.52957717970964e-10	Dodecane 
