PC1	PC2	VOC
-0.000335766643816013	-0.000432001255086049	3Z-Hexenyl butanoate
0.00637267007504272	-0.000782534429959198	Methyl salicylate
0.0090414075061852	-0.00758145576305751	Dodecane 
0.000527743502690524	0.000716547699098008	Decanal
0.000377872860899761	0.000788826945972139	130
-0.00394938388712155	-0.00282854050627482	Dimethyl tetrasulfide
0.000691487072367117	0.000746161093054574	2-Phenoxyethanol
0.00128049636878569	-0.000105815937896781	Benzothiazole
0.00209678384812624	0.000501385207131595	1-Phenyl-2-butanone
0.00214309103596577	-0.00186157323780323	1,3-Di-tert-butylbenzene
0.00151157320332261	-0.000357539606647135	Decanol
0.022054218402399	-0.0323672140757525	Z-Cinnamaldehyde
0.0006335030157559	0.000207176444497987	2-Methylnaphthalene
0.0111109726072991	0.00930140778407247	2-Undecanone 
0.000253565286499662	-0.00102310202291745	Tridecane
0.00329449929664833	-0.000275679503299268	538
0.000535947347392117	-0.000197219749734954	Undecanal 
0.00488184138114864	-0.000201978447061555	524
0.00665946916266825	-0.00239677638017679	525
0.00413732296062178	-0.00267800523122956	526
-0.000590492128143357	-2.67057502323567e-05	330
-0.000106251502503043	0.000381434403903706	1,2,3,4-Tetrahydro-2,7-dimethylnaphthalene
-0.00213233418125041	-0.000997096936011936	5-Phenyl-2-pentanone
0.00162942136022407	5.83833033427614e-05	Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester
0.00338859475183483	-0.00324004266231636	3-Methyltridecane
0.00264482454205221	-0.00144641771127343	Propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester
0.00591046948772582	-0.00330818273928919	Tetradecane
8.96475921778406e-05	0.000886982663402814	539
0.00369780287167109	-0.00209121941621782	527
0.00292617386239867	-0.00298073653253188	540
0.00118055324513528	-0.000987851088764556	541
0.00255013547626144	-0.0015936664645795	542
0.00577175634709661	-0.00401649885819793	528
0.00245827476685807	-0.0015273130588195	529
0.00842608536782634	-0.00386128313934234	530
0.00269065574877162	-0.00128943585823336	531
0.000542894495915957	0.000104026676340808	Dodecanol
0.00207118429017814	-0.000985046592970527	532
0.003837300215562	-0.00228345757088505	533
0.00227896575482476	-0.00129749071965516	543
0.00465031010690988	-0.00367436433387788	544
0.0106939801130672	-0.00406006533871767	545
0.00378341572372854	-0.00251838436127151	delta-Decalactone
0.000642338089746555	-0.00501816264746358	Pentadecane
0.00080451352265244	0.000503440457036618	2,4-bis(1,1-Dimethylethyl)phenol
0.000755430765485973	-0.000518674951299035	534
0.00162966245390798	-0.000594145659813346	184
1.1481053454532e-05	-0.00116058919717127	Ethyl 4-ethoxybenzoate
0.0027681234614123	-0.000503486945255002	2-Hexyl-1-decanol
0.0055594187955896	-0.00346870537245949	535
0.00176767830682156	-0.00121003437103014	546
0.00142593584777634	-0.000869188541148158	547
0.000829740125183536	-0.000834870737535194	Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester
0.000679777408808525	-0.00022523292640783	Hexadecane
0.000107992773097235	0.000565927796885733	370
-0.00023824042350496	-0.000353865220806074	Heptadecane
8.34268821259952e-06	5.74482671605688e-05	Octadecane
